prior,run,seed,iteration,log_X,order,symmetry,ising
uniform,1,43,0,0.0,0.0,0.4859375,0.4969758064516129
uniform,1,43,1,-0.02,0.0,0.5,0.5095766129032258
uniform,1,43,2,-0.04,0.0,0.49921875,0.5025201612903226
uniform,1,43,3,-0.06,0.0,0.5078125,0.5236895161290323
uniform,1,43,4,-0.08,0.0,0.503515625,0.5035282258064516
uniform,1,43,5,-0.1,0.0,0.509375,0.4621975806451613
uniform,1,43,6,-0.12,0.0,0.4921875,0.5030241935483871
uniform,1,43,7,-0.14,0.0,0.52578125,0.4959677419354839
uniform,1,43,8,-0.16,0.0,0.512109375,0.515625
uniform,1,43,9,-0.18,0.0,0.5078125,0.5236895161290323
uniform,1,43,10,-0.2,0.0,0.49140625,0.5115927419354839
uniform,1,43,11,-0.22,0.0,0.4921875,0.5030241935483871
uniform,1,43,12,-0.24,0.0,0.4875,0.5050403225806451
uniform,1,43,13,-0.26,0.0,0.496875,0.5040322580645161
uniform,1,43,14,-0.28,0.0,0.4875,0.5050403225806451
uniform,1,43,15,-0.3,0.0,0.499609375,0.4879032258064516
uniform,1,43,16,-0.32,0.0,0.5125,0.483366935483871
uniform,1,43,17,-0.34,0.0,0.500390625,0.5161290322580645
uniform,1,43,18,-0.36,0.0,0.498828125,0.4848790322580645
uniform,1,43,19,-0.38,0.0,0.52578125,0.4959677419354839
uniform,1,43,20,-0.4,0.0,0.49296875,0.5035282258064516
uniform,1,43,21,-0.42,0.0,0.508984375,0.5020161290322581
uniform,1,43,22,-0.44,0.0,0.503515625,0.5035282258064516
uniform,1,43,23,-0.46,0.0,0.500390625,0.5161290322580645
uniform,1,43,24,-0.48,0.0,0.5125,0.5060483870967742
uniform,1,43,25,-0.5,0.0,0.483984375,0.4798387096774194
uniform,1,43,26,-0.52,0.0,0.49921875,0.49848790322580644
uniform,1,43,27,-0.54,0.0,0.49140625,0.5115927419354839
uniform,1,43,28,-0.56,0.0,0.51015625,0.5005040322580645
uniform,1,43,29,-0.58,0.0,0.494921875,0.5236895161290323
uniform,1,43,30,-0.6,0.0,0.509375,0.4621975806451613
uniform,1,43,31,-0.62,0.0,0.49140625,0.5115927419354839
uniform,1,43,32,-0.64,0.0,0.504296875,0.4944556451612903
uniform,1,43,33,-0.66,0.0,0.5125,0.483366935483871
uniform,1,43,34,-0.68,0.0,0.496875,0.5040322580645161
uniform,1,43,35,-0.7,0.0,0.51015625,0.4889112903225806
uniform,1,43,36,-0.72,0.0,0.494921875,0.5236895161290323
