prior,run,seed,iteration,log_X,order,symmetry,ising
uniform,9,51,0,-0.02,3.496682103360825e-06,0.490234375,0.4732862903225806
uniform,9,51,1,-0.04,5.189103058691791e-06,0.506640625,0.4808467741935484
uniform,9,51,2,-0.06,5.889039352389775e-06,0.50625,0.4813508064516129
uniform,9,51,3,-0.08,7.187895580828926e-06,0.491796875,0.48639112903225806
uniform,9,51,4,-0.1,7.819345723987335e-06,0.514453125,0.49243951612903225
uniform,9,51,5,-0.12,8.380337821430597e-06,0.5109375,0.4879032258064516
uniform,9,51,6,-0.14,8.688408343621707e-06,0.49140625,0.49143145161290325
uniform,9,51,7,-0.16,8.832607393475139e-06,0.490234375,0.49143145161290325
uniform,9,51,8,-0.18,9.299053512990993e-06,0.495703125,0.4904233870967742
uniform,9,51,9,-0.2,1.0612753924158258e-05,0.50546875,0.49243951612903225
uniform,9,51,10,-0.22,1.1057447738915418e-05,0.5046875,0.49798387096774194
uniform,9,51,11,-0.24,1.2251430961655207e-05,0.493359375,0.49747983870967744
uniform,9,51,12,-0.26,1.2337182153809281e-05,0.494140625,0.4939516129032258
uniform,9,51,13,-0.28,1.2662634706080745e-05,0.48046875,0.49294354838709675
uniform,9,51,14,-0.3,1.2687511914796683e-05,0.51875,0.4969758064516129
uniform,9,51,15,-0.32,1.2885673674191106e-05,0.512109375,0.4964717741935484
uniform,9,51,16,-0.34,1.3730190348121999e-05,0.51953125,0.4954637096774194
uniform,9,51,17,-0.36,1.401140972628291e-05,0.508984375,0.4964717741935484
uniform,9,51,18,-0.38,1.4521328731077267e-05,0.500390625,0.4969758064516129
uniform,9,51,19,-0.4,1.4727238396431051e-05,0.519140625,0.4944556451612903
uniform,9,51,20,-0.42,1.4988990263515351e-05,0.492578125,0.4994959677419355
uniform,9,51,21,-0.44,1.4997984051564473e-05,0.5,0.4959677419354839
uniform,9,51,22,-0.46,1.5082617093566061e-05,0.499609375,0.49848790322580644
uniform,9,51,23,-0.48,1.557997310277661e-05,0.50625,0.49193548387096775
uniform,9,51,24,-0.5,1.5735781808842492e-05,0.490625,0.49798387096774194
uniform,9,51,25,-0.52,1.594882202431779e-05,0.508984375,0.5
uniform,9,51,26,-0.54,1.6114045131535443e-05,0.500390625,0.49798387096774194
uniform,9,51,27,-0.56,1.6240456887521537e-05,0.51171875,0.4949596774193548
uniform,9,51,28,-0.58,1.6304465898507736e-05,0.512109375,0.4949596774193548
uniform,9,51,29,-0.6,1.6565103638417653e-05,0.50390625,0.4994959677419355
uniform,9,51,30,-0.62,1.789605583441156e-05,0.496875,0.4994959677419355
uniform,9,51,31,-0.64,1.8933534521228365e-05,0.510546875,0.5035282258064516
uniform,9,51,32,-0.66,1.9830543778944855e-05,0.50546875,0.5
uniform,9,51,33,-0.68,1.9963020330753044e-05,0.502734375,0.49899193548387094
uniform,9,51,34,-0.7,2.0535902395933442e-05,0.508203125,0.5005040322580645
uniform,9,51,35,-0.72,2.058354781557507e-05,0.486328125,0.49747983870967744
uniform,9,51,36,-0.74,2.2148298106144857e-05,0.504296875,0.5050403225806451
uniform,9,51,37,-0.76,2.2237633483476952e-05,0.512890625,0.5050403225806451
uniform,9,51,38,-0.78,2.380116020396286e-05,0.501953125,0.5015120967741935
uniform,9,51,39,-0.8,2.414251455220576e-05,0.503125,0.5015120967741935
uniform,9,51,40,-0.82,2.4647997173797615e-05,0.508203125,0.5035282258064516
uniform,9,51,41,-0.84,2.491240647824385e-05,0.490234375,0.5065524193548387
uniform,9,51,42,-0.86,2.611141462246947e-05,0.510546875,0.5080645161290323
uniform,9,51,43,-0.88,2.6490108219808693e-05,0.500390625,0.5035282258064516
uniform,9,51,44,-0.9,2.6824901271609186e-05,0.508203125,0.5015120967741935
uniform,9,51,45,-0.92,2.6882875911892162e-05,0.490625,0.5075604838709677
uniform,9,51,46,-0.94,2.715846836768098e-05,0.502734375,0.5050403225806451
uniform,9,51,47,-0.96,2.7272732337616408e-05,0.500390625,0.5065524193548387
uniform,9,51,48,-0.98,2.822465765883024e-05,0.5,0.49899193548387094
uniform,9,51,49,-1.0,2.828159848583191e-05,0.4953125,0.5095766129032258
