prior,iteration,log_X,order_mean,order_std,order_q16,order_q50,order_q84,symmetry_mean,symmetry_std,symmetry_q16,symmetry_q50,symmetry_q84,ising_mean,ising_std,ising_q16,ising_q50,ising_q84,n_runs
cppn,45,-0.92,0.05121147571902581,0.02122800404851751,0.031441644561038797,0.05081210227287606,0.07070507370196676,0.7414062499999999,0.09851807218411757,0.6653125000000001,0.7113281250000001,0.824328125,0.9828125,0.005042842112209967,0.9800604838709678,0.981350806451613,0.9873588709677419,10
cppn,46,-0.94,0.05437853667297754,0.020469829784247297,0.03874524188097571,0.054927580582969995,0.07191176017979656,0.7380859375,0.10822752651799014,0.66553125,0.7314453125,0.8525625,0.9824596774193548,0.004965847634922363,0.9803427419354839,0.982358870967742,0.986633064516129,10
cppn,47,-0.96,0.057172614459982764,0.02021132095464608,0.043218942621411925,0.05798321700329583,0.07376435403905904,0.7126171875,0.12512459204140747,0.633421875,0.6919921875,0.8303906249999999,0.9818548387096774,0.004880994303203595,0.9795564516129032,0.9805947580645161,0.9846774193548387,10
cppn,48,-0.98,0.05806613409993605,0.020162914111647775,0.04343165163018618,0.05914399625182719,0.07393995123202786,0.76625,0.09799112721800309,0.70628125,0.7591796875000001,0.83340625,0.9794354838709678,0.005117023923755065,0.9761693548387097,0.9803427419354839,0.9813508064516129,10
cppn,49,-1.0,0.06124174344797403,0.017564071870099847,0.05026769881566571,0.06324193063801956,0.0749430051397752,0.7126171875,0.1440564472566301,0.579265625,0.755078125,0.8414999999999999,0.9800907258064516,0.0048534465139967505,0.9766935483870968,0.9800907258064516,0.983366935483871,10
cppn,50,-1.02,0.062350131472809156,0.017306629155450264,0.0518089712451262,0.06402267056856073,0.07536977504444807,0.6720703125,0.12247410645456705,0.5648125,0.65703125,0.78253125,0.9805947580645162,0.001306816967918716,0.9798387096774194,0.9800907258064516,0.9821370967741936,10
cppn,51,-1.04,0.066963675594001,0.01696458455133378,0.06117664546395599,0.0690910022347165,0.07825448834162457,0.7056640624999999,0.10729771075461686,0.589421875,0.6998046875,0.7973125,0.9810483870967742,0.0033366106417490418,0.9787701612903226,0.9808467741935484,0.9824193548387097,10
cppn,52,-1.06,0.0695253257244235,0.017787887511752257,0.06301093030642729,0.07218475312055837,0.08062139377871252,0.6423046875,0.12214597308012999,0.53240625,0.65390625,0.73528125,0.9803427419354838,0.0020439390222776487,0.9790524193548387,0.9805947580645161,0.982358870967742,10
cppn,53,-1.08,0.07344008761951763,0.016638218786750474,0.06398801676585632,0.07750773341158329,0.0852089830914974,0.6991796875,0.12646567074616985,0.624125,0.6996093750000001,0.8133593749999999,0.9795362903225806,0.001873903695376198,0.9780443548387097,0.9793346774193548,0.9814112903225807,10
cppn,54,-1.1,0.07605997622064223,0.016765897428143453,0.0654815501119831,0.07929607551248857,0.08866169747239677,0.6494140625,0.15022455996387923,0.50725,0.68046875,0.7798124999999999,0.9800907258064516,0.001948490172167912,0.9780443548387097,0.9805947580645161,0.9821370967741936,10
