prior,run,seed,iteration,log_X,order,symmetry,ising
dsl,5,47,0,0.0,0.0,1.0,1.0
dsl,5,47,1,-0.02,0.0,1.0,0.967741935483871
dsl,5,47,2,-0.04,0.0,1.0,1.0
dsl,5,47,3,-0.06,0.0,0.4,0.9838709677419355
dsl,5,47,4,-0.08,0.0,1.0,1.0
dsl,5,47,5,-0.1,0.0,0.61328125,0.9838709677419355
dsl,5,47,6,-0.12,0.0,1.0,1.0
dsl,5,47,7,-0.14,0.0,0.8,0.967741935483871
dsl,5,47,8,-0.16,0.0,0.4,0.9838709677419355
dsl,5,47,9,-0.18,0.0,1.0,1.0
dsl,5,47,10,-0.2,0.0,0.85,0.967741935483871
dsl,5,47,11,-0.22,0.0,0.4,0.9838709677419355
dsl,5,47,12,-0.24,0.0,1.0,1.0
dsl,5,47,13,-0.26,0.0,0.8,0.967741935483871
dsl,5,47,14,-0.28,0.0,0.4,0.9838709677419355
dsl,5,47,15,-0.3,0.0,0.4,0.9838709677419355
dsl,5,47,16,-0.32,0.0,1.0,1.0
dsl,5,47,17,-0.34,0.0,0.4,0.9838709677419355
dsl,5,47,18,-0.36,0.0,1.0,1.0
dsl,5,47,19,-0.38,0.0,1.0,1.0
dsl,5,47,20,-0.4,0.0,1.0,1.0
dsl,5,47,21,-0.42,0.0,1.0,0.9475806451612903
dsl,5,47,22,-0.44,0.0,0.4,0.9838709677419355
dsl,5,47,23,-0.46,0.0,1.0,1.0
dsl,5,47,24,-0.48,0.0,0.871875,0.9596774193548387
dsl,5,47,25,-0.5,0.0,1.0,0.967741935483871
dsl,5,47,26,-0.52,0.0,0.4,0.9838709677419355
dsl,5,47,27,-0.54,0.0,0.871875,0.9596774193548387
dsl,5,47,28,-0.56,0.0,0.54453125,0.9838709677419355
dsl,5,47,29,-0.58,0.0,0.4,0.9838709677419355
dsl,5,47,30,-0.6,0.0,0.4,0.9838709677419355
dsl,5,47,31,-0.62,0.0,1.0,0.9475806451612903
dsl,5,47,32,-0.64,7.4364124293737285e-06,1.0,1.0
dsl,5,47,33,-0.66,7.4364124293737285e-06,1.0,1.0
dsl,5,47,34,-0.68,7.4364124293737285e-06,1.0,1.0
dsl,5,47,35,-0.7,7.4364124293737285e-06,1.0,1.0
dsl,5,47,36,-0.72,7.4364124293737285e-06,1.0,1.0
dsl,5,47,37,-0.74,7.4364124293737285e-06,1.0,1.0
dsl,5,47,38,-0.76,7.4364124293737285e-06,1.0,1.0
dsl,5,47,39,-0.78,7.4364124293737285e-06,1.0,1.0
dsl,5,47,40,-0.8,7.4364124293737285e-06,1.0,1.0
dsl,5,47,41,-0.82,7.4364124293737285e-06,1.0,1.0
dsl,5,47,42,-0.84,7.4364124293737285e-06,1.0,1.0
dsl,5,47,43,-0.86,7.4364124293737285e-06,1.0,1.0
dsl,5,47,44,-0.88,7.4364124293737285e-06,1.0,1.0
dsl,5,47,45,-0.9,7.4364124293737285e-06,1.0,1.0
dsl,5,47,46,-0.92,7.4364124293737285e-06,1.0,1.0
dsl,5,47,47,-0.94,7.4364124293737285e-06,1.0,1.0
dsl,5,47,48,-0.96,7.4364124293737285e-06,1.0,1.0
dsl,5,47,49,-0.98,7.4364124293737285e-06,1.0,1.0
dsl,5,47,50,-1.0,7.4364124293737285e-06,1.0,1.0
dsl,5,47,51,-1.02,7.4364124293737285e-06,1.0,1.0
dsl,5,47,52,-1.04,7.4364124293737285e-06,1.0,1.0
dsl,5,47,53,-1.06,7.4364124293737285e-06,1.0,1.0
dsl,5,47,54,-1.08,7.4364124293737285e-06,1.0,1.0
dsl,5,47,55,-1.1,7.4364124293737285e-06,1.0,1.0
dsl,5,47,56,-1.12,7.4364124293737285e-06,1.0,1.0
dsl,5,47,57,-1.14,7.4364124293737285e-06,1.0,1.0
dsl,5,47,58,-1.16,7.4364124293737285e-06,1.0,1.0
dsl,5,47,59,-1.18,7.4364124293737285e-06,1.0,1.0
dsl,5,47,60,-1.2,7.4364124293737285e-06,1.0,1.0
dsl,5,47,61,-1.22,7.4364124293737285e-06,1.0,1.0
dsl,5,47,62,-1.24,7.4364124293737285e-06,1.0,1.0
dsl,5,47,63,-1.26,7.4364124293737285e-06,1.0,1.0
dsl,5,47,64,-1.28,7.4364124293737285e-06,1.0,1.0
dsl,5,47,65,-1.3,7.4364124293737285e-06,1.0,1.0
dsl,5,47,66,-1.32,7.4364124293737285e-06,1.0,1.0
dsl,5,47,67,-1.34,7.4364124293737285e-06,1.0,1.0
dsl,5,47,68,-1.36,7.4364124293737285e-06,1.0,1.0
dsl,5,47,69,-1.38,7.4364124293737285e-06,1.0,1.0
dsl,5,47,70,-1.4,7.4364124293737285e-06,1.0,1.0
dsl,5,47,71,-1.42,7.4364124293737285e-06,1.0,1.0
dsl,5,47,72,-1.44,7.4364124293737285e-06,1.0,1.0
dsl,5,47,73,-1.46,7.4364124293737285e-06,1.0,1.0
dsl,5,47,74,-1.48,7.4364124293737285e-06,1.0,1.0
dsl,5,47,75,-1.5,7.4364124293737285e-06,1.0,1.0
dsl,5,47,76,-1.52,7.4364124293737285e-06,1.0,1.0
dsl,5,47,77,-1.54,7.4364124293737285e-06,1.0,1.0
dsl,5,47,78,-1.56,7.4364124293737285e-06,1.0,1.0
dsl,5,47,79,-1.58,7.4364124293737285e-06,1.0,1.0
dsl,5,47,80,-1.6,7.4364124293737285e-06,1.0,1.0
dsl,5,47,81,-1.62,7.4364124293737285e-06,1.0,1.0
dsl,5,47,82,-1.64,7.4364124293737285e-06,1.0,1.0
dsl,5,47,83,-1.66,7.4364124293737285e-06,1.0,1.0
dsl,5,47,84,-1.68,7.4364124293737285e-06,1.0,1.0
dsl,5,47,85,-1.7,7.4364124293737285e-06,1.0,1.0
dsl,5,47,86,-1.72,7.4364124293737285e-06,1.0,1.0
dsl,5,47,87,-1.74,7.4364124293737285e-06,1.0,1.0
dsl,5,47,88,-1.76,7.4364124293737285e-06,1.0,1.0
dsl,5,47,89,-1.78,7.4364124293737285e-06,1.0,1.0
dsl,5,47,90,-1.8,7.4364124293737285e-06,1.0,1.0
dsl,5,47,91,-1.82,7.4364124293737285e-06,1.0,1.0
dsl,5,47,92,-1.84,7.4364124293737285e-06,1.0,1.0
dsl,5,47,93,-1.86,7.4364124293737285e-06,1.0,1.0
dsl,5,47,94,-1.88,7.4364124293737285e-06,1.0,1.0
dsl,5,47,95,-1.9,7.4364124293737285e-06,1.0,1.0
dsl,5,47,96,-1.92,7.4364124293737285e-06,1.0,1.0
dsl,5,47,97,-1.94,7.4364124293737285e-06,1.0,1.0
dsl,5,47,98,-1.96,7.4364124293737285e-06,1.0,1.0
dsl,5,47,99,-1.98,7.4364124293737285e-06,1.0,1.0
dsl,5,47,100,-2.0,7.4364124293737285e-06,1.0,1.0
dsl,5,47,101,-2.02,7.4364124293737285e-06,1.0,1.0
dsl,5,47,102,-2.04,7.4364124293737285e-06,1.0,1.0
dsl,5,47,103,-2.06,7.4364124293737285e-06,1.0,1.0
dsl,5,47,104,-2.08,7.4364124293737285e-06,1.0,1.0
dsl,5,47,105,-2.1,7.4364124293737285e-06,1.0,1.0
dsl,5,47,106,-2.12,7.4364124293737285e-06,1.0,1.0
dsl,5,47,107,-2.14,7.4364124293737285e-06,1.0,1.0
dsl,5,47,108,-2.16,7.4364124293737285e-06,1.0,1.0
dsl,5,47,109,-2.18,7.4364124293737285e-06,1.0,1.0
dsl,5,47,110,-2.2,7.4364124293737285e-06,1.0,1.0
dsl,5,47,111,-2.22,7.4364124293737285e-06,1.0,1.0
dsl,5,47,112,-2.24,7.4364124293737285e-06,1.0,1.0
dsl,5,47,113,-2.26,7.4364124293737285e-06,1.0,1.0
dsl,5,47,114,-2.28,7.4364124293737285e-06,1.0,1.0
dsl,5,47,115,-2.3,7.4364124293737285e-06,1.0,1.0
dsl,5,47,116,-2.32,7.4364124293737285e-06,1.0,1.0
dsl,5,47,117,-2.34,7.4364124293737285e-06,1.0,1.0
dsl,5,47,118,-2.36,7.4364124293737285e-06,1.0,1.0
dsl,5,47,119,-2.38,7.4364124293737285e-06,1.0,1.0
dsl,5,47,120,-2.4,7.4364124293737285e-06,1.0,1.0
dsl,5,47,121,-2.42,7.4364124293737285e-06,1.0,1.0
dsl,5,47,122,-2.44,7.4364124293737285e-06,1.0,1.0
dsl,5,47,123,-2.46,7.4364124293737285e-06,1.0,1.0
dsl,5,47,124,-2.48,7.4364124293737285e-06,1.0,1.0
dsl,5,47,125,-2.5,7.4364124293737285e-06,1.0,1.0
dsl,5,47,126,-2.52,7.4364124293737285e-06,1.0,1.0
dsl,5,47,127,-2.54,7.4364124293737285e-06,1.0,1.0
dsl,5,47,128,-2.56,7.4364124293737285e-06,1.0,1.0
dsl,5,47,129,-2.58,7.4364124293737285e-06,1.0,1.0
